Time,Amount,Class
47139,50.0,0.0
47140,1.29,0.0
47140,14.32,0.0
47140,28.5,0.0
47141,1.0,0.0
47141,9.99,0.0
47143,21.97,0.0
47143,17.99,0.0
47146,3684.62,0.0
47146,50.19,0.0
47148,38.94,0.0
47149,69.26,0.0
47149,1.98,0.0
47149,68.84,0.0
47149,58.0,0.0
47150,10.0,0.0
47150,53.9,0.0
47150,38.94,0.0
47150,40.72,0.0
47151,98.9,0.0
47151,301.55,0.0
47152,15.0,0.0
47152,4.36,0.0
47152,114.96,0.0
47153,74.43,0.0
47154,23.0,0.0
47154,84.9,0.0
47155,9.99,0.0
47155,414.12,0.0
47155,2.35,0.0
47155,37.99,0.0
47156,49.94,0.0
47157,208.47,0.0
47157,246.38,0.0
47157,89.99,0.0
47158,48.99,0.0
47158,0.89,0.0
47158,9.02,0.0
47159,0.23,0.0
47159,27.49,0.0
47159,22.0,0.0
47160,5.45,0.0
47160,147.0,0.0
47160,0.76,0.0
47160,20.0,0.0
47161,84.95,0.0
47161,30.2,0.0
47161,42.81,0.0
47162,229.41,0.0
47162,112.71,0.0
47162,123.03,0.0
47163,91.0,0.0
47165,80.44,0.0
47166,76.36,0.0
47167,109.54,0.0
47167,127.59,0.0
47168,102.7,0.0
47169,106.58,0.0
47169,9.99,0.0
47170,732.03,0.0
47171,160.9,0.0
47172,6.58,0.0
47172,34.22,0.0
47173,10.62,0.0
47173,134.5,0.0
47174,0.89,0.0
47175,1.2,0.0
47175,590.74,0.0
47175,153.2,0.0
47175,52.9,0.0
47175,345.4,0.0
47176,360.0,0.0
47176,113.8,0.0
47177,1.18,0.0
47177,0.23,0.0
47177,569.25,0.0
47178,23.8,0.0
47178,20.13,0.0
47178,60.0,0.0
47178,44.99,0.0
47179,34.62,0.0
47179,2.28,0.0
47179,250.72,0.0
47180,95.33,0.0
47181,21.99,0.0
47181,10.0,0.0
47181,37.08,0.0
47181,209.0,0.0
47182,157.09,0.0
47182,2.69,0.0
47182,1.0,0.0
47182,94.22,0.0
47183,48.74,0.0
47183,1.06,0.0
47184,23.49,0.0
47186,8.36,0.0
47186,4.48,0.0
47186,366.0,0.0
47187,249.97,0.0
47187,717.2,0.0
47189,1.98,0.0
47190,24.95,0.0
47190,106.5,0.0
47190,180.0,0.0
47191,87.8,0.0
47191,25.54,0.0
47192,1.79,0.0
47192,16.8,0.0
47192,184.02,0.0
47192,113.0,0.0
47193,2.69,0.0
47193,22.85,0.0
47194,1.98,0.0
47194,2.92,0.0
47195,10.0,0.0
47196,3.87,0.0
47196,210.0,0.0
47196,6.08,0.0
47197,123.0,0.0
47197,89.95,0.0
47197,0.76,0.0
47198,6.09,0.0
47199,10.0,0.0
47199,114.91,0.0
47200,22.49,0.0
47201,133.81,0.0
47201,1.31,0.0
47201,288.52,0.0
47202,2.49,0.0
47202,90.13,0.0
47202,4.6,0.0
47203,190.0,0.0
47203,1.94,0.0
47204,9.99,0.0
47204,6.12,0.0
47205,85.0,0.0
47206,13.31,0.0
47206,1.0,0.0
47207,37.73,0.0
47207,38.95,0.0
47207,1319.96,0.0
47208,41.14,0.0
47208,196.0,0.0
47208,90.0,0.0
47208,242.34,0.0
47209,79.95,0.0
47209,49.93,0.0
47209,29.0,0.0
47211,134.7,0.0
47211,48.4,0.0
47212,203.92,0.0
47212,0.76,0.0
47213,1.0,0.0
47213,228.4,0.0
47213,0.89,0.0
47213,118.7,0.0
47214,119.9,0.0
47214,209.0,0.0
47215,45.0,0.0
47216,17.99,0.0
47217,165.55,0.0
47217,2.68,0.0
47219,301.27,0.0
47220,139.72,0.0
47220,80.0,0.0
47221,46.25,0.0
47222,100.0,0.0
47222,8.23,0.0
47223,1.46,0.0
47223,47.85,0.0
47223,41.98,0.0
47223,343.5,0.0
47225,7.58,0.0
47225,34.45,0.0
47226,0.76,0.0
47227,67.71,0.0
47227,646.99,0.0
47227,60.0,0.0
47227,54.89,0.0
47228,4.02,0.0
47228,96.49,0.0
47229,118.07,0.0
47229,65.22,0.0
47230,79.0,0.0
47231,35.42,0.0
47231,69.27,0.0
47231,15.0,0.0
47231,41.76,0.0
47232,22.0,0.0
47234,208.12,0.0
47234,24.9,0.0
47235,333.77,0.0
47236,150.49,0.0
47236,128.76,0.0
47236,51.94,0.0
47236,25.0,0.0
47237,127.48,0.0
47238,6.12,0.0
47238,88.25,0.0
47239,55.0,0.0
47240,90.36,0.0
47240,593.28,0.0
47241,4.59,0.0
47242,159.95,0.0
47243,50.0,0.0
47243,103.49,0.0
47244,127.95,0.0
47245,75.0,0.0
47246,19.85,0.0
47246,65.0,0.0
47246,29.99,0.0
47246,7.6,0.0
47247,157.97,0.0
47247,16.0,0.0
47248,159.98,0.0
47248,173.7,0.0
47248,90.95,0.0
47248,32.0,0.0
47248,8.99,0.0
47248,22.76,0.0
47248,216.0,0.0
47249,20.0,0.0
47250,22.36,0.0
47250,193.38,0.0
47250,155.0,0.0
47250,148.14,0.0
47251,9.99,0.0
47251,100.0,0.0
47251,85.66,0.0
47251,23.14,0.0
47252,11.9,0.0
47252,0.99,0.0
47252,352.34,0.0
47252,1296.25,0.0
47252,53.8,0.0
47252,53.8,0.0
47252,25.74,0.0
47252,25.74,0.0
47253,9.48,0.0
47253,134.99,0.0
47254,53.91,0.0
47254,101.24,0.0
47254,183.3,0.0
47255,59.0,0.0
47255,46.28,0.0
47256,16.03,0.0
47256,16.3,0.0
47256,6.27,0.0
47257,59.65,0.0
47257,17.13,0.0
47259,69.95,0.0
47259,6.08,0.0
47259,3.19,0.0
47260,13.27,0.0
47260,38.16,0.0
47260,71.37,0.0
47260,434.0,0.0
47261,7.69,0.0
47261,6.06,0.0
47262,105.93,0.0
47262,423.33,0.0
47262,7.61,0.0
47262,41.0,0.0
47263,0.95,0.0
47263,315.34,0.0
47265,2.49,0.0
47266,46.92,0.0
47268,235.0,0.0
47268,287.0,0.0
47269,37.36,0.0
47269,114.95,0.0
47269,1.18,0.0
47269,94.99,0.0
47269,17.95,0.0
47269,22.64,0.0
47270,79.99,0.0
47270,25.5,0.0
47271,4.49,0.0
47272,561.56,0.0
47272,61.37,0.0
47272,27.0,0.0
47273,39.71,0.0
47273,105.17,0.0
47273,11.74,0.0
47274,13.0,0.0
47275,63.6,0.0
47276,29.95,0.0
47276,200.0,0.0
47276,3.88,0.0
47276,55.9,0.0
47277,9.99,0.0
47277,8.99,0.0
47277,10.0,0.0
47277,207.16,0.0
47277,160.6,0.0
47277,82.52,0.0
47277,2.58,0.0
47278,1.98,0.0
47280,54.64,0.0
47280,53.72,0.0
47280,93.9,0.0
47280,84.1,0.0
47280,2.28,0.0
47280,86.99,0.0
47280,1.49,0.0
47281,16.58,0.0
47281,5.99,0.0
47281,0.99,0.0
47281,94.84,0.0
47282,46.97,0.0
47282,41.14,0.0
47283,83.29,0.0
47284,11.99,0.0
47284,0.0,0.0
47285,287.61,0.0
47286,23.22,0.0
47286,2718.44,0.0
47286,59.64,0.0
47286,35.99,0.0
47287,7.38,0.0
47287,255.75,0.0
47287,11.5,0.0
47288,10.65,0.0
47289,261.71,0.0
47289,0.76,0.0
47289,587.0,0.0
47289,7.05,0.0
47289,33.74,0.0
47290,100.0,0.0
47290,330.0,0.0
47290,9.99,0.0
47291,45.68,0.0
47291,130.0,0.0
47291,87.27,0.0
47292,1.29,0.0
47292,15.0,0.0
47292,15.0,0.0
47293,5.16,0.0
47293,74.43,0.0
47293,30.98,0.0
47294,130.0,0.0
47294,149.0,0.0
47294,25.0,0.0
47294,365.29,0.0
47295,57.94,0.0
47295,89.06,0.0
47296,0.77,0.0
47296,30.15,0.0
47297,76.8,0.0
47297,1.0,0.0
47298,189.27,0.0
47299,83.92,0.0
47299,194.94,0.0
47299,0.89,0.0
47299,0.75,0.0
47300,146.06,0.0
47300,57.93,0.0
47300,63.5,0.0
47301,12.31,0.0
47301,0.01,0.0
47301,9.99,0.0
47302,35.99,0.0
47303,7.99,0.0
47303,132.56,0.0
47303,4.69,0.0
47305,4080.3,0.0
47307,15.58,0.0
47307,102.0,0.0
47308,26.99,0.0
47309,3.58,0.0
47310,26.82,0.0
47310,129.71,0.0
47311,68.9,0.0
47311,5.0,0.0
47311,192.4,0.0
47312,11.04,0.0
47314,297.0,0.0
47314,4.49,0.0
47314,19.61,0.0
47315,94.5,0.0
47315,18.99,0.0
47316,43.85,0.0
47316,794.05,0.0
47316,457.95,0.0
47317,11.38,0.0
47317,3.57,0.0
47318,154.64,0.0
47318,417.0,0.0
47318,1.79,0.0
47318,87.95,0.0
47319,102.48,0.0
47319,9.99,0.0
47320,44.92,0.0
47320,784.05,0.0
47321,518.44,0.0
47321,28.99,0.0
47321,10.0,0.0
47323,12.29,0.0
47323,245.77,0.0
47323,88.74,0.0
47323,16.37,0.0
47323,77.0,0.0
47324,63.21,0.0
47324,38.78,0.0
47324,7.68,0.0
47325,75.1,0.0
47325,39.9,0.0
47326,128.26,0.0
47326,1.98,0.0
47326,5.0,0.0
47327,56.85,0.0
47327,65.05,0.0
47327,13.43,0.0
47329,7.44,0.0
47329,78.0,0.0
47329,371.43,0.0
47330,143.13,0.0
47330,1.0,0.0
47330,59.9,0.0
47330,90.0,0.0
47330,41.98,0.0
47331,37.32,0.0
47331,163.8,0.0
47331,5.0,0.0
47332,11.5,0.0
47332,52.4,0.0
47333,33.99,0.0
47336,235.75,0.0
47336,17.99,0.0
47338,150.33,0.0
47338,0.76,0.0
47338,50.0,0.0
47338,28.0,0.0
47339,4.42,0.0
47339,289.0,0.0
47339,0.77,0.0
47340,4.99,0.0
47340,12.0,0.0
47341,174.39,0.0
47341,1.98,0.0
47342,11.01,0.0
47342,2.95,0.0
47343,39.95,0.0
47343,39.9,0.0
47344,240.39,0.0
47344,29.4,0.0
47344,15.0,0.0
47345,25.0,0.0
47345,75.95,0.0
47345,11.37,0.0
47346,139.95,0.0
47346,34.99,0.0
47347,0.99,0.0
47347,74.0,0.0
47347,64.0,0.0
47348,1.98,0.0
47349,1.0,0.0
47349,37.55,0.0
47351,8.98,0.0
47351,281.06,0.0
47351,110.0,0.0
47351,1.0,0.0
47351,9.99,0.0
47351,62.35,0.0
47351,52.17,0.0
47352,71.8,0.0
47352,20.0,0.0
47352,15.21,0.0
47353,30.6,0.0
47353,40.0,0.0
47353,17.6,0.0
47353,1.78,0.0
47354,412.21,0.0
47354,785.9,0.0
47354,27.99,0.0
47356,96.25,0.0
47357,51.83,0.0
47357,12.0,0.0
47357,8.07,0.0
47357,61.41,0.0
47357,1.08,0.0
47358,5.99,0.0
47358,7.58,0.0
47358,10.0,0.0
47359,14.0,0.0
47359,35.85,0.0
47359,1310.5,0.0
47360,14.99,0.0
47360,43.0,0.0
47361,45.9,0.0
47362,16.0,0.0
47363,211.75,0.0
47364,2.0,0.0
47364,41.07,0.0
47364,170.5,0.0
47365,8.91,0.0
47365,7.83,0.0
47365,0.76,0.0
47365,21.0,0.0
47366,115.7,0.0
47367,18.5,0.0
47367,1.29,0.0
47367,39.71,0.0
47370,236.01,0.0
47371,408.38,0.0
47373,31.32,0.0
47374,58.62,0.0
47375,20.03,0.0
47375,19.95,0.0
47376,20.98,0.0
47376,35.99,0.0
47378,11.5,0.0
47378,0.77,0.0
47379,19.44,0.0
47379,5934.9,0.0
47379,1.0,0.0
47380,46.9,0.0
47380,39.71,0.0
47381,2.86,0.0
47381,162.67,0.0
47381,589.0,0.0
47382,0.99,0.0
47382,19.99,0.0
47382,195.0,0.0
47382,0.0,0.0
47383,10.0,0.0
47383,40.85,0.0
47383,21.72,0.0
47384,0.76,0.0
47384,23.49,0.0
47384,1.98,0.0
47385,78.54,0.0
47385,47.31,0.0
47385,11.01,0.0
47385,28.16,0.0
47385,886.5,0.0
47386,4.0,0.0
47386,0.77,0.0
47386,37.99,0.0
47387,126.91,0.0
47388,22.8,0.0
47389,1.0,0.0
47389,270.4,0.0
47390,9.99,0.0
47390,125.0,0.0
47390,429.0,0.0
47392,320.0,0.0
47392,6.59,0.0
47393,46.13,0.0
47393,37.92,0.0
47394,1.0,0.0
47394,37.16,0.0
47394,58.94,0.0
47394,59.9,0.0
47394,76.07,0.0
47395,50.9,0.0
47396,0.22,0.0
47396,1.98,0.0
47396,1.57,0.0
47397,177.7,0.0
47397,285.7,0.0
47398,28.31,0.0
47398,271.99,0.0
47399,1.98,0.0
47399,125.9,0.0
47400,12.0,0.0
47400,41.96,0.0
47401,2.67,0.0
47401,12.0,0.0
47402,59.4,0.0
47402,89.99,0.0
47403,181.48,0.0
47403,93.4,0.0
47403,272.2,0.0
47404,10.0,0.0
47404,1.0,0.0
47404,12.25,0.0
47404,8.99,0.0
47405,1.0,0.0
47406,69.5,0.0
47406,38.42,0.0
47407,44.95,0.0
47407,10.0,0.0
47408,84.96,0.0
47410,71.97,0.0
47410,175.6,0.0
47410,41.94,0.0
47410,60.89,0.0
47411,55.07,0.0
47412,154.83,0.0
47412,378.39,0.0
47413,20.82,0.0
47414,1.0,0.0
47414,49.99,0.0
47415,0.77,0.0
47416,0.89,0.0
47417,337.2,0.0
47417,15.21,0.0
47417,175.9,0.0
47417,11.5,0.0
47418,43.37,0.0
47419,52.52,0.0
47419,2.24,0.0
47419,7.73,0.0
47420,20.26,0.0
47420,82.0,0.0
47421,9.99,0.0
47422,11.5,0.0
47423,14.1,0.0
47423,12.31,0.0
47423,7.99,0.0
47424,57.76,0.0
47424,79.95,0.0
47425,2.0,0.0
47425,104.0,0.0
47425,24.99,0.0
47426,202.0,0.0
47426,79.79,0.0
47426,12.99,0.0
47426,33.24,0.0
47427,17.0,0.0
47427,9.86,0.0
47427,70.0,0.0
47427,0.0,0.0
47428,7.99,0.0
47430,94.43,0.0
47430,4.0,0.0
47430,7.57,0.0
47430,48.5,0.0
47430,94.11,0.0
47431,29.19,0.0
47431,121.0,0.0
47432,0.76,0.0
47433,171.5,0.0
47433,20.0,0.0
47433,5.15,0.0
47434,214.0,0.0
47434,0.49,0.0
47434,67.61,0.0
47435,1.29,0.0
47436,220.93,0.0
47436,14.33,0.0
47436,66.57,0.0
47436,39.71,0.0
47437,83.09,0.0
47437,187.51,0.0
47438,69.99,0.0
47438,62.46,0.0
47439,12.0,0.0
47439,5.0,0.0
47440,17.4,0.0
47440,196.48,0.0
47441,11.5,0.0
47442,0.33,0.0
47442,24.75,0.0
47442,74.43,0.0
47443,177.84,0.0
47444,1.0,0.0
47444,202.0,0.0
47447,34.66,0.0
47447,1.0,0.0
47448,20.0,0.0
47448,39.66,0.0
47449,9.9,0.0
47450,3.76,0.0
47450,0.99,0.0
47450,4.49,0.0
47451,69.95,0.0
47451,0.76,0.0
47451,229.7,0.0
47451,125.0,0.0
47454,142.9,0.0
47454,10.62,0.0
47454,9.99,0.0
47455,81.0,0.0
47456,9.19,0.0
47457,20.0,0.0
47457,45.0,0.0
47458,79.42,0.0
47458,54.95,0.0
47458,293.24,0.0
47458,54.99,0.0
47459,0.77,0.0
47459,104.38,0.0
47460,715.0,0.0
47460,45.43,0.0
47460,23.85,0.0
47460,7.22,0.0
47461,135.2,0.0
47461,15.0,0.0
47463,52.9,0.0
47463,125.93,0.0
47463,4.62,0.0
47463,268.0,0.0
47464,38.03,0.0
47464,2.0,0.0
47465,59.0,0.0
47465,0.89,0.0
47465,136.99,0.0
47466,17.6,0.0
47466,36.49,0.0
47466,26.59,0.0
47467,39.71,0.0
47467,10.79,0.0
47468,1.0,0.0
47468,755.38,0.0
47469,9.11,0.0
47470,39.71,0.0
47471,329.0,0.0
47472,8.41,0.0
47472,34.9,0.0
47473,109.95,0.0
47473,131.23,0.0
47473,20.0,0.0
47475,74.0,0.0
47475,34.97,0.0
47475,17.99,0.0
47476,0.89,0.0
47476,112.13,0.0
47477,54.18,0.0
47477,414.0,0.0
47478,224.48,0.0
47478,335.0,0.0
47479,5.75,0.0
47479,55.7,0.0
47480,93.5,0.0
47480,34.97,0.0
47481,6.95,0.0
47481,53.9,0.0
47481,1.0,0.0
47482,33.14,0.0
47483,256.0,0.0
47483,1.0,0.0
47483,17.0,0.0
47484,169.98,0.0
47484,13.92,0.0
47485,14.73,0.0
47485,82.72,0.0
47485,279.91,0.0
47486,27.81,0.0
47486,1.0,0.0
47487,1.79,0.0
47487,1.29,0.0
47487,167.24,0.0
47487,2.0,0.0
47487,124.6,0.0
47488,663.36,0.0
47488,39.71,0.0
47488,64.89,0.0
47489,1.0,0.0
47489,25.06,0.0
47490,15.0,0.0
47491,9.99,0.0
47491,9.1,0.0
47492,4.37,0.0
47492,0.0,0.0
47492,82.48,0.0
47493,2.99,0.0
47493,2152.9,0.0
47493,340.0,0.0
47493,33.63,0.0
47493,59.0,0.0
47494,39.95,0.0
47494,7.6,0.0
47495,105.23,0.0
47495,70.0,0.0
47495,48.0,0.0
47496,1.0,0.0
47496,34.8,0.0
47496,7.49,0.0
47496,0.76,0.0
47497,113.18,0.0
47497,52.0,0.0
47497,205.98,0.0
47498,19.43,0.0
47498,79.0,0.0
47498,17.99,0.0
47499,0.92,0.0
47499,300.0,0.0
47500,281.96,0.0
47501,56.8,0.0
47501,27.94,0.0
47501,1.98,0.0
47502,3.27,0.0
47502,45.55,0.0
47502,54.14,0.0
47502,39.71,0.0
47503,500.0,0.0
47503,4.86,0.0
47504,34.64,0.0
47504,5.4,0.0
47504,107.4,0.0
47504,192.0,0.0
47504,47.12,0.0
47506,3.8,0.0
47506,10.64,0.0
47507,3.74,0.0
47507,49.71,0.0
47508,28.1,0.0
47508,177.0,0.0
47508,36.15,0.0
47509,266.0,0.0
47509,78.93,0.0
47510,22.5,0.0
47511,96.0,0.0
47512,50.65,0.0
47513,97.0,0.0
47513,12.31,0.0
47513,289.85,0.0
47513,40.0,0.0
47514,10.5,0.0
47515,62.98,0.0
47515,5.25,0.0
47516,1.98,0.0
47516,8.92,0.0
47518,104.7,0.0
47519,19.9,0.0
47519,52.0,0.0
47520,44.0,0.0
47520,1.77,0.0
47520,111.0,0.0
47521,0.89,0.0
47521,55.9,0.0
47522,45.0,0.0
47522,74.95,0.0
47523,156.7,0.0
47523,90.0,0.0
47523,159.08,0.0
47524,159.95,0.0
47524,7.05,0.0
47525,10.0,0.0
47525,27.28,0.0
47525,5.52,0.0
47525,0.76,0.0
47527,2.68,0.0
47528,34.3,0.0
47528,11.34,0.0
47528,177.7,0.0
47529,6.88,0.0
47529,4.0,0.0
47529,52.7,0.0
47529,41.37,0.0
47529,205.68,0.0
47531,90.0,0.0
47531,1.0,0.0
47532,22.71,0.0
47532,665.0,0.0
47532,97.87,0.0
47532,120.25,0.0
47532,0.77,0.0
47533,301.27,0.0
47533,106.95,0.0
47533,32.5,0.0
47533,48.17,0.0
47533,24.96,0.0
47534,0.89,0.0
47534,4.99,0.0
47535,83.0,0.0
47535,15.37,0.0
47536,4.49,0.0
47537,1.49,0.0
47537,311.1,0.0
47537,0.0,0.0
47538,0.89,0.0
47538,20.0,0.0
47539,19.99,0.0
47539,7.99,0.0
47539,320.25,0.0
47539,0.89,0.0
47540,404.2,0.0
47540,90.0,0.0
47540,96.0,0.0
47540,9.99,0.0
47540,42.03,0.0
47541,10.99,0.0
47543,210.52,0.0
47543,59.0,0.0
47543,1598.0,0.0
47544,1.0,0.0
47545,175.0,0.0
47545,5.0,0.0
47545,17.95,0.0
47545,0.76,1.0
47546,1.5,0.0
47546,46.03,0.0
47546,188.0,0.0
47546,19.97,0.0
47547,1.0,0.0
47547,201.99,0.0
47548,2.69,0.0
47549,22.0,0.0
47549,91.04,0.0
47550,44.6,0.0
47550,67.56,0.0
47550,351.49,0.0
47552,1.29,0.0
47553,49.95,0.0
47554,11.9,0.0
47554,125.4,0.0
47555,195.0,0.0
47556,1.79,0.0
47557,275.53,0.0
47557,96.8,0.0
47558,0.76,0.0
47558,0.77,0.0
47559,89.39,0.0
47559,20.56,0.0
47559,9.46,0.0
47560,70.0,0.0
47560,394.19,0.0
47560,0.99,0.0
47561,17.0,0.0
47562,2.36,0.0
47563,10.72,0.0
47564,49.9,0.0
47564,871.94,0.0
47565,9.99,0.0
47565,39.8,0.0
47565,27.93,0.0
47565,13.53,0.0
47566,3.66,0.0
47568,39.95,0.0
47568,94.0,0.0
47570,4.49,0.0
47570,59.99,0.0
47570,29.99,0.0
47572,95.15,0.0
47572,25.95,0.0
47572,4.99,0.0
47573,22.32,0.0
47573,2.24,0.0
47573,393.12,0.0
47575,95.56,0.0
47576,137.8,0.0
47576,41.6,0.0
47576,1.56,0.0
47577,20.0,0.0
47578,66.0,0.0
47579,147.93,0.0
47580,94.65,0.0
47581,7.4,0.0
47582,45.0,0.0
47582,122.0,0.0
47582,7.6,0.0
47583,165.0,0.0
47584,0.76,0.0
47585,29.99,0.0
47586,0.89,0.0
47586,43.48,0.0
47587,270.0,0.0
47587,49.9,0.0
47587,36.3,0.0
47587,4.69,0.0
47588,7.83,0.0
47588,363.95,0.0
47590,57.75,0.0
47590,37.0,0.0
47590,67.42,0.0
47590,1.15,0.0
47591,210.0,0.0
47591,73.0,0.0
47591,161.6,0.0
47592,1.52,0.0
47593,15.0,0.0
47594,11.5,0.0
47594,15.21,0.0
47594,100.0,0.0
47594,10.27,0.0
47596,100.0,0.0
47596,11.75,0.0
47596,160.0,0.0
47596,297.58,0.0
47597,103.5,0.0
47598,1.78,0.0
47598,90.0,0.0
47598,1.0,0.0
47599,6.0,0.0
47601,20.0,0.0
47601,0.76,0.0
47602,117.41,0.0
47603,20.0,0.0
47604,181.41,0.0
47605,28.1,0.0
47606,326.0,0.0
47606,1.78,0.0
47606,72.0,0.0
47607,25.0,0.0
47607,34.99,0.0
47608,10.0,0.0
47609,0.77,0.0
47610,120.65,0.0
47610,350.0,0.0
47610,1.0,0.0
47611,12.31,0.0
47612,15.17,0.0
47612,106.71,0.0
47613,0.76,0.0
47615,5.0,0.0
47616,29.99,0.0
47616,208.04,0.0
47616,3.87,0.0
47616,1.84,0.0
47617,21.0,0.0
47618,50.0,0.0
47618,19.85,0.0
47618,2.23,0.0
47618,74.99,0.0
47619,17.67,0.0
47619,78.45,0.0
47620,1.0,0.0
47621,39.95,0.0
47621,47.85,0.0
47622,25.0,0.0
47622,150.53,0.0
47622,295.4,0.0
47623,11.99,0.0
47623,13.98,0.0
47624,55.68,0.0
47626,2.24,0.0
47627,25.0,0.0
47627,13.99,0.0
47628,199.0,0.0
47628,39.99,0.0
47628,10.0,0.0
47629,137.77,0.0
47631,34.15,0.0
47631,2.0,0.0
47632,19.99,0.0
47632,68.9,0.0
47633,85.0,0.0
47633,9.12,0.0
47633,22.75,0.0
47634,192.0,0.0
47634,0.69,0.0
47634,9.99,0.0
47635,62.37,0.0
47636,26.4,0.0
47637,3.92,0.0
47637,89.0,0.0
47638,52.2,0.0
47638,0.76,0.0
47639,1.29,0.0
47640,23.47,0.0
47640,18.0,0.0
47640,229.45,0.0
47640,16.88,0.0
47640,0.89,0.0
47641,204.66,0.0
47641,393.56,0.0
47641,0.76,0.0
47642,2.15,0.0
47643,138.0,0.0
47645,532.0,0.0
47646,4.56,0.0
47646,68.64,0.0
47647,74.8,0.0
47647,39.95,0.0
47647,117.79,0.0
47647,14.45,0.0
47650,1.0,0.0
47651,24.98,0.0
47651,43.88,0.0
47651,0.99,0.0
47653,4.53,0.0
47653,161.91,0.0
47653,180.0,0.0
47653,224.0,0.0
47653,33.28,0.0
47654,3.69,0.0
47654,59.0,0.0
47655,91.55,0.0
47656,88.0,0.0
47656,7.0,0.0
47656,17.39,0.0
47657,977.28,0.0
47657,2.97,0.0
47657,2.95,0.0
47658,60.0,0.0
47658,159.0,0.0
47659,64.48,0.0
47659,21.4,0.0
47659,15.49,0.0
47660,55.21,0.0
47661,718.0,0.0
47661,24.95,0.0
47663,227.31,0.0
47663,7.53,0.0
47663,84.65,0.0
47663,9.99,0.0
47664,25.0,0.0
47664,3.91,0.0
47665,302.55,0.0
47665,46.95,0.0
47666,146.24,0.0
47667,750.0,0.0
47667,0.89,0.0
47669,238.0,0.0
47669,2.92,0.0
47669,10.0,0.0
47669,5.0,0.0
47670,19.9,0.0
47670,30.44,0.0
47671,54.03,0.0
47672,1706.35,0.0
47672,7.2,0.0
47674,89.1,0.0
47674,1.0,0.0
47674,14.0,0.0
47675,61.0,0.0
47675,1.0,0.0
47676,22.78,0.0
47676,670.31,0.0
47677,0.49,0.0
47677,69.0,0.0
47678,12.28,0.0
47679,17.99,0.0
47679,39.95,0.0
47679,136.7,0.0
47679,1.98,0.0
47680,1.79,0.0
47680,1000.0,0.0
47680,30.0,0.0
47681,16.58,0.0
47681,300.0,0.0
47681,17.77,0.0
47685,20.2,0.0
47686,14.14,0.0
47686,48.99,0.0
47687,100.0,0.0
47688,20.4,0.0
47688,58.91,0.0
47688,47.9,0.0
47688,74.75,0.0
47689,0.77,0.0
47691,2.0,0.0
47693,1.0,0.0
47693,111.1,0.0
47693,15.2,0.0
47694,0.77,0.0
47694,0.99,0.0
47694,116.0,0.0
47695,55.98,0.0
47695,69.99,0.0
47695,5.37,0.0
47695,0.89,0.0
47695,32.1,0.0
47696,4.62,0.0
47696,24.44,0.0
47697,95.0,0.0
47697,85.24,0.0
47697,92.12,0.0
47697,1.0,0.0
47698,0.77,0.0
47698,348.06,0.0
47701,2.69,0.0
47701,9.98,0.0
47701,150.0,0.0
47701,196.0,0.0
47701,1.99,0.0
47701,399.99,0.0
47701,740.66,0.0
47702,39.95,0.0
47702,15.0,0.0
47702,88.61,0.0
47702,12.9,0.0
47703,3.76,0.0
47703,1.18,0.0
47703,1.5,0.0
47704,232.0,0.0
47704,9.19,0.0
47704,1.0,0.0
47704,1.29,0.0
47704,16.63,0.0
47705,47.85,0.0
47706,94.96,0.0
47706,2.95,0.0
47707,38.42,0.0
47707,193.74,0.0
47707,294.0,0.0
47707,225.0,0.0
47708,2.12,0.0
47708,10.0,0.0
47708,148.5,0.0
47709,89.52,0.0
47709,98.0,0.0
47711,54.8,0.0
47712,22.45,0.0
47712,2.99,0.0
47714,1.29,0.0
47714,133.49,0.0
47714,9.45,0.0
47714,2.95,0.0
47714,10.0,0.0
47714,22.31,0.0
47714,1.0,0.0
47714,12.0,0.0
47715,108.58,0.0
47715,10.0,0.0
47715,104.0,0.0
47716,282.0,0.0
47716,10.18,0.0
47716,89.99,0.0
47716,499.0,0.0
47718,111.68,0.0
47718,24.59,0.0
47719,9.99,0.0
47719,19.01,0.0
47719,0.0,0.0
47719,36.29,0.0
47719,59.0,0.0
47720,15.49,0.0
47720,494.96,0.0
47721,103.0,0.0
47723,30.13,0.0
47725,100.16,0.0
47725,28.88,0.0
47725,15.95,0.0
47726,31.96,0.0
47726,11.5,0.0
47727,51.4,0.0
47727,4.54,0.0
47728,14.56,0.0
47728,1.79,0.0
47729,0.76,0.0
47729,48.33,0.0
47729,11.5,0.0
47729,1.6,0.0
47729,10.0,0.0
47730,0.97,0.0
47730,3.4,0.0
47730,5.0,0.0
47731,157.9,0.0
47731,9.0,0.0
47731,11.46,0.0
47732,26.5,0.0
47732,9.0,0.0
47733,76.59,0.0
47734,299.96,0.0
47734,16.24,0.0
47734,349.7,0.0
47735,23.0,0.0
47735,265.75,0.0
47735,308.0,0.0
47735,10.0,0.0
47736,0.99,0.0
47737,257.9,0.0
47737,30.0,0.0
47737,10.0,0.0
47738,47.8,0.0
47739,47.31,0.0
47740,2.99,0.0
47740,63.89,0.0
47740,2.0,0.0
47740,4.46,0.0
47741,26.59,0.0
47742,9.77,0.0
47742,1.79,0.0
47742,1.0,0.0
47742,56.84,0.0
47743,1.0,0.0
47743,85.14,0.0
47743,36.98,0.0
47743,6.03,0.0
47744,1.0,0.0
47744,19.6,0.0
47745,29.56,0.0
47746,726.96,0.0
47746,0.99,0.0
47747,261.06,0.0
47748,33.99,0.0
